date,fajr_adhan,fajr_iqamah,sunrise,dhuhr_adhan,dhuhr_iqamah,asr_adhan,asr_iqamah,maghrib_adhan,maghrib_iqamah,isha_adhan,isha_iqamah,ramadan
2026-01-01,5:45 AM,6:15 AM,7:20 AM,12:15 PM,1:15 PM,2:45 PM,3:00 PM,Sunset,10 min after,7:00 PM,7:15 PM,no
